IC Model Coef,IC Model Pvalues,IC Model Adjusted Pvalues,LFC Model Coef,LFC Model Pvalues,LFC Model Adjusted Pvalues
0.037413249346446395,2.4467167481499524e-13,4.1207861021472883e-13,-0.013919714221068955,0.14002144289788446,0.1647311092916288
0.039909715919735474,1.8005285982324504e-20,3.389230302555201e-20,-0.02325472144927318,0.003416697500220201,0.004837801770223293
0.0454437034645087,1.117935514966371e-25,2.293201056341274e-25,0.013524663836371938,0.09116357932242046,0.11395447415302556
0.031231862325854398,8.152811931900736e-10,1.2191120645832876e-09,-0.007147933499950206,0.4463878576011375,0.46988195536961846
0.0373281692711631,6.483477945952442e-12,1.0621890474690447e-11,-0.009514986032097222,0.34290550485596316,0.37837848811692487
0.040245929604854944,1.0494049127341048e-20,1.9988665004459136e-20,-0.017827815871141277,0.02512995959482625,0.03242575431590484
0.05479541705487604,5.8759545572416514e-37,1.5412339822273186e-36,0.031293521933024315,8.470531429416514e-05,0.00013973236901094511
0.021629015125650543,5.917210300507194e-05,7.33917556652055e-05,-0.03474842536370677,0.00047472601927388996,0.0007446682655276706
0.03289123119567466,1.924116096303649e-10,2.904326183099848e-10,-0.016267881781975267,0.0880217303149739,0.11089351850705374
0.04828810272593476,2.2557788089244587e-28,4.812328125705512e-28,0.009204016538768206,0.2538612518251767,0.28404056148271517
0.05958274196932966,3.849007541032696e-43,1.1843100126254447e-42,0.03359191055273297,2.580712226296773e-05,4.537516002280041e-05
0.0132364551656057,0.009775144019723948,0.011251964339250587,-0.057325750643446756,1.3627629584261953e-09,3.114886762117018e-09
0.012536639985498393,0.015203769460397823,0.01725250435222448,-0.06196748158928865,8.146138188960255e-11,2.2091222207349843e-10
0.05764854564631439,6.080331212128101e-41,1.8015796184083261e-40,0.026447532987679018,0.0008632371168315175,0.0013029994216324794
0.07254115664159254,2.5903121433755677e-61,1.4801783676431817e-60,0.06396753953117194,2.8588924516111515e-15,1.0395972551313278e-14
0.011272188783139443,0.0286559605841631,0.030771501298430176,-0.05924529626348319,4.71691384262703e-10,1.14349426487928e-09
0.01277088125153875,0.018603297157954165,0.020814877938969693,-0.07051190958325534,1.9719899526850977e-12,6.439150865910523e-12
0.06330565285811106,2.1646106545358343e-48,8.054365226179849e-48,0.053919524345538976,1.5016430938552237e-11,4.368416273033378e-11
0.0680788793784024,4.614882265406858e-55,2.1717093013679334e-54,0.05209432278484921,9.021154218642083e-11,2.366204385217596e-10
0.00984311756849262,0.06744683240918223,0.07053263519914481,-0.06629964288105364,2.5539992154425772e-11,7.045515077082972e-11
0.017815910790384325,0.0005185206358233247,0.00062850986160403,-0.061475637404418214,8.801351795773949e-11,2.34702714553972e-10
0.05971895009116474,3.197530876399013e-42,9.652923400449852e-42,0.06527277069339986,7.352896452572233e-16,2.8694230058818473e-15
0.06507750338473879,3.070030643424891e-51,1.3275808187783314e-50,0.031964413299186395,6.096182429360165e-05,0.00010488055792447596
0.0113861667902569,0.026804585341673667,0.02917505887529107,-0.06655925192208907,2.389275524861627e-12,7.495766352507065e-12
0.011297638828156206,0.028102800492994007,0.030381405938371898,-0.06408394440453506,1.5292454856224796e-11,4.369272816064228e-11
0.07109344763180378,3.6059410320890764e-61,1.9894847073594905e-60,0.05098144028765902,1.4112917396244552e-10,3.584232989522426e-10
0.05254574393567493,6.924597528818835e-33,1.653635230762707e-32,0.031909792024853056,8.471274871288547e-05,0.00013973236901094511
0.019061700660909852,0.00022568421707881746,0.0002756448452871053,-0.04960499324189803,2.0101071270831046e-07,4.171883375411716e-07
0.0122737733739838,0.022837868341458976,0.025200406445747836,-0.08042313488427573,6.696001895460292e-16,2.678400758184117e-15
0.06393285377587778,1.7921722111436428e-49,6.993842775194705e-49,0.053341008352208445,2.2891223988680586e-11,6.425606733664726e-11
0.0564418735298514,3.0196099161568096e-38,8.188772653984568e-38,0.02869695213269526,0.0003667203068343633,0.0005809430603316647
0.021350030376831773,8.726600109055193e-05,0.00010740430903452544,-0.032412530934548774,0.0012544738267328001,0.001875848712871477
0.01376328062237198,0.006930850199150505,0.008035768346841164,-0.05266987646000614,2.1931215971819186e-08,4.806841856837082e-08
0.060874665132523535,8.564967433855263e-44,2.740789578833684e-43,0.03677477075866157,5.521030837117582e-06,1.0271685278358292e-05
0.04974848088522781,3.426795917035143e-30,7.832676381794613e-30,0.0073981053084531,0.35754358454295176,0.3918285858004951
0.02961210441642172,6.063822368747489e-09,8.983440546292576e-09,-0.022300704941029103,0.01768600805295535,0.02338645692952774
0.020714265692279157,4.606490573057354e-05,5.803452690465958e-05,-0.04842626015389921,2.479263842399931e-07,4.958527684799862e-07
0.06150624314976173,1.7301862681525873e-45,5.889995806476893e-45,0.019982734538739534,0.012676526519720283,0.017335420881668763
0.032216324848870874,1.9127199019991763e-13,3.255693450211364e-13,-0.007062239641775405,0.3824410659591424,0.4129717733497587
0.03956169736563343,1.2376679904520544e-14,2.152466070351399e-14,0.004708059923014574,0.619047780814202,0.634920800835079
0.03608864743444205,2.702576626397321e-11,4.281309507164073e-11,-0.025288906568020502,0.011445102432815688,0.015786348183194052
0.055731762138750175,1.8367148938321515e-37,4.897906383552404e-37,0.02350284810648578,0.003462869124781739,0.004860167192676125
0.049076725034130055,1.1199979559172123e-29,2.523939055588084e-29,0.013404415920034697,0.09403088899466913,0.11662745921819427
0.013101396449222653,0.0163192109530735,0.018387843327406762,-0.04241606279242099,2.54043720222897e-05,4.516332803962613e-05
0.040784594371786324,2.9086290574992635e-15,5.170896102220913e-15,-0.011089262937654706,0.24487208480544334,0.2759122082314855
0.035598060960679793,4.267065086886139e-16,7.671128246087441e-16,-0.025623162138978244,0.0015219671731569041,0.0022547661824546725
0.05614413951581419,1.6171613630141598e-38,4.46113479452182e-38,0.03146782333599093,8.073161930459232e-05,0.00013741552222058267
0.02147173620826457,2.5424558676365413e-05,3.280588216305214e-05,-0.025553103593279083,0.0066399022709990796,0.009238124898781327
0.03401332852149139,2.5489026109674954e-11,4.0782441775479925e-11,-0.0017801712213405404,0.8499979895706404,0.8499979895706404
0.04433961673906744,9.612955558335699e-25,1.8988554189305085e-24,-0.012277994069515585,0.12334104346710968,0.147272887721922
0.0649983567660558,4.688868922495784e-49,1.7862357799983937e-48,0.042148829719620216,2.2882815210945636e-07,4.6344942199383567e-07
0.010647229029930394,0.03641468410755284,0.038842329714723026,-0.05888836976268495,3.686072368297832e-10,9.073408906579279e-10
0.022568507133212967,3.101272928635371e-05,3.969629348653275e-05,0.009066731716398373,0.36466113614604834,0.3969100801589642
0.0579353013919122,1.6938713710132827e-40,4.8396324886093795e-40,0.008532781440131827,0.2875431620426169,0.3194924022695743
0.08141139223439717,4.0965547493821245e-78,2.979312545005181e-77,0.07500729146847668,9.099200989584702e-21,3.9347896171177084e-20
-0.007916669702977417,0.14807612405538567,0.15090560413287712,-0.12340450995892777,2.9499404787281316e-34,1.5733015886550036e-33
0.03542766992924702,6.505907915747899e-12,1.0621890474690447e-11,-0.0027013663287076177,0.7766452228619938,0.7815297840120692
0.04487734965829274,8.144576869394779e-25,1.6289153738789558e-24,0.004274957571183426,0.595479443448844,0.6186799412455521
0.08532669514777125,2.5325202895616094e-86,2.0260162316492875e-85,0.09037466974678629,1.201013376546064e-29,5.82309515901122e-29
-0.011633183678765993,0.024378110667269644,0.026715737717555775,-0.12274596632318274,7.88405957011616e-38,4.349825969719261e-37
0.09689108085302876,1.3029822175865077e-77,9.064224122340924e-77,0.1351415806371483,4.034359710292501e-45,2.689573140195001e-44
0.011956543285788943,0.005769078474529249,0.006737609897260437,-0.0866257660463427,2.5298791924771455e-27,1.1905313846951273e-26
0.0696189773980599,1.3634826802952154e-57,6.817413401476076e-57,0.0555683260994013,4.493534613532368e-12,1.3565387512550546e-11
-0.02446807048033263,2.381387333935146e-06,3.175183111913528e-06,-0.13488184602412784,5.25494619725372e-45,3.363165566242381e-44
0.10217128792622847,4.583213051045297e-58,2.3655293166685402e-57,0.17969417784504946,7.274002332252633e-53,5.542097015049625e-52
-0.04851176536156194,1.1335623387944978e-28,2.4509455973935087e-28,-0.2043074695915444,4.166798966064876e-141,6.060798496094365e-140
0.07183212527515548,5.039586710783764e-60,2.687779579084674e-59,0.0482054772456054,2.7677190670756963e-09,6.237113390593119e-09
