#HMM - Sites
# Tn-HMM
#Console: python3 /home/grads/s/schoudhery/.local/bin/transit hmm murray2013_caulobacter_table_S3_remapped.wig Caulobacter_NA1000.prot_table Caulobacter_hmm.txt
# 
# Mean:	136.43
# Median:	78.00
# Normalization:	TTR
# LOESS Correction:	False
# pins (obs):	0.874386
# pins (est):	0.909315
# Run length (r):	2
# State means:
#    ES:   1.0101   GD:   3.0843   NE: 108.4301   GA: 542.1507
# Self-Transition Prob:
#    ES: -8.5059e-05   GD: -8.5059e-05   NE: -8.5059e-05   GA: -8.5059e-05
# State Emission Parameters (theta):
#    ES: 0.9900   GD: 0.3242   NE: 0.0092   GA: 0.0018
# State Distributions:#    ES: 5.84%   GD: 3.17%   NE: 89.48%   GA: 1.51%
8	0	9.39e-01 	5.69e-02 	3.79e-03 	4.32e-08 	ES	
110	0	9.39e-01 	5.70e-02 	3.87e-03 	6.11e-09 	ES	
207	3	3.11e-05 	5.88e-01 	4.12e-01 	2.23e-06 	NE	CCNA_00001_(-)
218	27	9.72e-57 	1.20e-04 	1.00e+00 	2.55e-06 	NE	CCNA_00001_(-)
286	168	0.00e+00 	5.12e-31 	1.00e+00 	2.64e-06 	NE	CCNA_00001_(-)
294	1	1.89e-09 	5.01e-07 	1.00e+00 	4.36e-07 	NE	CCNA_00001_(-)
391	340	0.00e+00 	2.33e-63 	1.00e+00 	2.57e-06 	NE	CCNA_00001_(-)
574	21	1.07e-49 	9.44e-12 	1.00e+00 	1.88e-07 	NE	CCNA_00001_(-)
631	128	2.84e-263	1.54e-29 	1.00e+00 	1.21e-07 	NE	CCNA_00001_(-)
642	24	1.08e-55 	2.92e-12 	1.00e+00 	2.41e-08 	NE	CCNA_00001_(-)
658	14	9.83e-36 	1.56e-10 	1.00e+00 	7.06e-09 	NE	CCNA_00001_(-)
760	171	0.00e+00 	1.27e-36 	1.00e+00 	1.22e-08 	NE	CCNA_00001_(-)
794	152	3.53e-311	1.56e-33 	1.00e+00 	9.49e-09 	NE	CCNA_00001_(-)
940	115	2.51e-237	2.20e-27 	1.00e+00 	6.91e-09 	NE	CCNA_00001_(-)
1121	59	1.49e-125	4.44e-18 	1.00e+00 	5.31e-09 	NE	CCNA_00002_(-)
1533	168	0.00e+00 	3.42e-36 	1.00e+00 	2.14e-08 	NE	CCNA_00002_(-)
1535	375	0.00e+00 	1.37e-70 	1.00e+00 	1.65e-07 	NE	CCNA_00002_(-)
1537	388	0.00e+00 	9.47e-73 	1.00e+00 	1.98e-07 	NE	CCNA_00002_(-)
1578	70	1.65e-147	6.60e-20 	1.00e+00 	1.70e-08 	NE	CCNA_00002_(-)
1629	122	2.67e-251	1.51e-28 	1.00e+00 	1.37e-08 	NE	CCNA_00002_(-)
1699	81	1.83e-169	9.80e-22 	1.00e+00 	7.86e-09 	NE	CCNA_00002_(-)
1820	186	0.00e+00 	3.49e-39 	1.00e+00 	1.81e-08 	NE	CCNA_00003_(-)
2023	7	9.21e-22 	6.63e-09 	1.00e+00 	5.74e-09 	NE	CCNA_00003_(-)
2166	92	2.03e-191	4.98e-23 	1.00e+00 	2.18e-08 	NE	CCNA_00003_(-)
2232	4	8.98e-16 	5.33e-08 	1.00e+00 	2.66e-08 	NE	CCNA_00003_(-)
2301	33	1.19e-73 	8.09e-13 	1.00e+00 	1.26e-07 	NE	CCNA_00003_(-)
2378	130	3.02e-267	7.42e-30 	1.00e+00 	1.00e-06 	NE	CCNA_00003_(-)
2431	4	9.81e-16 	7.48e-08 	1.00e+00 	9.51e-07 	NE	CCNA_00003_(-)
2489	142	4.71e-291	9.01e-31 	1.00e+00 	1.02e-05 	NE	CCNA_00003_(-)
2643	1	1.58e-02 	9.15e-01 	6.92e-02 	5.66e-07 	GD	CCNA_00004_(-)
2673	0	6.81e-01 	3.15e-01 	3.70e-03 	2.63e-08 	GD	CCNA_00004_(-)
2695	0	6.84e-01 	3.16e-01 	2.99e-04 	2.86e-10 	GD	CCNA_00004_(-)
3080	0	6.84e-01 	3.16e-01 	2.61e-04 	9.05e-12 	GD	CCNA_00004_(-)
3094	0	6.84e-01 	3.16e-01 	2.61e-04 	1.20e-11 	GD	CCNA_00004_(-)
3213	0	6.84e-01 	3.16e-01 	3.27e-04 	4.84e-10 	GD	CCNA_00005_(dnaQ)
3316	2	4.49e-04 	9.55e-01 	4.45e-02 	3.08e-07 	GD	CCNA_00005_(dnaQ)
3580	10	4.43e-21 	3.67e-01 	6.33e-01 	2.59e-06 	NE	CCNA_00005_(dnaQ)
3603	14	7.77e-32 	4.33e-02 	9.57e-01 	2.55e-06 	NE	CCNA_00005_(dnaQ)
3679	23	1.41e-50 	1.99e-04 	1.00e+00 	1.04e-06 	NE	CCNA_00005_(dnaQ)
3769	43	1.03e-92 	4.98e-10 	1.00e+00 	3.90e-07 	NE	CCNA_00005_(dnaQ)
3901	46	1.33e-99 	1.04e-15 	1.00e+00 	1.98e-07 	NE	CCNA_00005_(dnaQ)
3952	149	3.44e-305	4.93e-33 	1.00e+00 	3.10e-07 	NE	
3959	81	1.83e-169	9.82e-22 	1.00e+00 	1.70e-07 	NE	
3990	246	0.00e+00 	3.74e-49 	1.00e+00 	5.70e-07 	NE	
3992	166	0.00e+00 	7.37e-36 	1.00e+00 	3.20e-07 	NE	
4020	186	0.00e+00 	3.50e-39 	1.00e+00 	3.81e-07 	NE	
4256	67	1.61e-141	2.08e-19 	1.00e+00 	1.65e-07 	NE	CCNA_00006_(-)
4346	19	1.03e-45 	2.02e-11 	1.00e+00 	1.38e-07 	NE	CCNA_00006_(-)
4679	41	1.28e-89 	4.54e-15 	1.00e+00 	2.89e-07 	NE	CCNA_00006_(-)
4786	43	1.39e-93 	1.38e-12 	1.00e+00 	7.68e-07 	NE	CCNA_00006_(-)
4889	2	1.54e-08 	7.81e-01 	2.19e-01 	4.02e-07 	NE	
4891	0	2.60e-04 	9.12e-01 	8.75e-02 	1.11e-08 	NE	
4968	0	2.58e-04 	9.14e-01 	8.60e-02 	3.33e-10 	NE	CCNA_00007_(-)
5233	3	6.64e-10 	7.71e-01 	2.29e-01 	1.51e-10 	NE	CCNA_00007_(-)
5245	0	7.84e-04 	9.13e-01 	8.59e-02 	1.85e-10 	NE	
5264	0	9.77e-04 	9.13e-01 	8.65e-02 	4.21e-09 	NE	
5277	15	1.08e-32 	2.61e-02 	9.74e-01 	1.53e-06 	NE	
5281	9	6.68e-23 	4.81e-02 	9.52e-01 	4.75e-07 	NE	
5334	39	1.02e-82 	2.70e-07 	1.00e+00 	3.88e-07 	NE	
5340	20	1.06e-47 	4.79e-09 	1.00e+00 	9.74e-08 	NE	
5364	7	9.23e-22 	4.67e-08 	1.00e+00 	3.05e-08 	NE	
5377	32	1.16e-71 	2.52e-12 	1.00e+00 	2.14e-08 	NE	
5419	3	9.01e-14 	4.73e-06 	1.00e+00 	1.74e-08 	NE	
5469	23	1.07e-53 	2.44e-09 	1.00e+00 	3.58e-08 	NE	
5474	17	1.27e-41 	3.92e-07 	1.00e+00 	1.01e-07 	NE	
5504	9	5.38e-25 	1.58e-04 	1.00e+00 	3.71e-07 	NE	
5542	9	5.05e-25 	2.91e-04 	1.00e+00 	1.66e-06 	NE	
5963	0	9.91e-01 	1.19e-04 	9.31e-03 	6.69e-08 	ES	CCNA_00008_(dnaA)
5967	0	1.00e+00 	8.82e-05 	8.68e-05 	6.16e-10 	ES	CCNA_00008_(dnaA)
6144	0	1.00e+00 	7.77e-05 	8.09e-07 	7.76e-12 	ES	CCNA_00008_(dnaA)
6206	0	1.00e+00 	7.43e-05 	7.55e-09 	1.74e-12 	ES	CCNA_00008_(dnaA)
6284	0	1.00e+00 	7.32e-05 	7.86e-11 	1.57e-12 	ES	CCNA_00008_(dnaA)
6654	0	1.00e+00 	7.30e-05 	9.25e-12 	1.55e-12 	ES	CCNA_00008_(dnaA)
6838	0	1.00e+00 	7.34e-05 	7.86e-11 	1.59e-12 	ES	CCNA_00008_(dnaA)
6863	0	1.00e+00 	7.48e-05 	7.55e-09 	1.80e-12 	ES	CCNA_00008_(dnaA)
6889	0	1.00e+00 	7.93e-05 	8.09e-07 	7.94e-12 	ES	CCNA_00008_(dnaA)
7106	0	1.00e+00 	9.31e-05 	8.68e-05 	6.23e-10 	ES	CCNA_00008_(dnaA)
7117	6	1.12e-10 	1.45e-03 	9.99e-01 	7.85e-06 	NE	
7122	108	2.96e-222	1.27e-20 	1.00e+00 	4.23e-06 	NE	
7162	45	1.43e-97 	1.03e-15 	1.00e+00 	1.00e-06 	NE	
7456	2	9.12e-12 	2.34e-07 	1.00e+00 	1.96e-07 	NE	CCNA_00009_(alkB)
7576	95	2.12e-197	8.22e-23 	1.00e+00 	9.39e-08 	NE	CCNA_00009_(alkB)
7582	0	1.94e-05 	2.49e-05 	1.00e+00 	1.66e-08 	NE	CCNA_00009_(alkB)
7651	1	1.97e-07 	1.74e-05 	1.00e+00 	4.24e-09 	NE	CCNA_00009_(alkB)
7661	164	0.00e+00 	1.38e-32 	1.00e+00 	7.03e-09 	NE	CCNA_00009_(alkB)
7663	232	0.00e+00 	7.93e-47 	1.00e+00 	1.04e-08 	NE	CCNA_00009_(alkB)
7695	4	8.96e-16 	6.93e-08 	1.00e+00 	1.57e-09 	NE	CCNA_00009_(alkB)
7730	12	9.65e-32 	3.35e-09 	1.00e+00 	1.37e-09 	NE	CCNA_00009_(alkB)
7749	108	2.35e-223	1.30e-25 	1.00e+00 	6.45e-09 	NE	CCNA_00009_(alkB)
7933	16	4.50e-39 	7.64e-06 	1.00e+00 	7.60e-09 	NE	
7955	4	4.10e-14 	1.04e-02 	9.90e-01 	2.09e-08 	NE	
7964	3	6.08e-13 	1.70e-02 	9.83e-01 	4.69e-08 	NE	
8064	19	1.62e-45 	3.84e-05 	1.00e+00 	2.51e-07 	NE	
8143	9	2.15e-24 	2.45e-03 	9.98e-01 	1.03e-06 	NE	
8158	1	3.45e-01 	4.04e-02 	6.15e-01 	2.75e-06 	ES	
8176	0	9.95e-01 	8.80e-04 	4.48e-03 	3.18e-08 	ES	CCNA_00010_(dnaK)
8182	0	1.00e+00 	3.48e-04 	4.18e-05 	3.24e-10 	ES	CCNA_00010_(dnaK)
8435	0	1.00e+00 	1.74e-04 	3.89e-07 	1.35e-11 	ES	CCNA_00010_(dnaK)
8492	0	1.00e+00 	1.17e-04 	3.65e-09 	4.57e-12 	ES	CCNA_00010_(dnaK)
8597	0	1.00e+00 	9.80e-05 	4.65e-11 	2.50e-12 	ES	CCNA_00010_(dnaK)
8602	0	1.00e+00 	9.19e-05 	9.64e-12 	1.83e-12 	ES	CCNA_00010_(dnaK)
8699	0	1.00e+00 	9.00e-05 	8.91e-12 	1.62e-12 	ES	CCNA_00010_(dnaK)
8738	0	1.00e+00 	8.94e-05 	7.95e-11 	1.56e-12 	ES	CCNA_00010_(dnaK)
8864	0	1.00e+00 	8.95e-05 	7.58e-09 	1.66e-12 	ES	CCNA_00010_(dnaK)
8984	0	1.00e+00 	9.05e-05 	8.08e-07 	2.58e-11 	ES	CCNA_00010_(dnaK)
9922	0	1.00e+00 	9.35e-05 	8.66e-05 	1.05e-08 	ES	CCNA_00010_(dnaK)
9956	155	4.47e-308	1.88e-28 	9.98e-01 	1.82e-03 	NE	CCNA_00010_(dnaK)
10058	21	1.71e-49 	1.51e-11 	9.99e-01 	6.66e-04 	NE	CCNA_00010_(dnaK)
10161	36	1.41e-79 	3.49e-14 	9.99e-01 	7.40e-04 	NE	
10180	47	1.49e-101	4.88e-16 	9.99e-01 	8.02e-04 	NE	
10232	37	1.63e-81 	5.04e-11 	9.99e-01 	7.47e-04 	NE	CCNA_00011_(dnaJ)
10235	0	9.62e-01 	2.77e-02 	9.84e-03 	5.64e-06 	ES	CCNA_00011_(dnaJ)
10376	0	9.71e-01 	2.85e-02 	1.11e-04 	1.29e-08 	ES	CCNA_00011_(dnaJ)
10412	0	9.71e-01 	2.85e-02 	4.90e-06 	4.54e-11 	ES	CCNA_00011_(dnaJ)
10589	0	9.71e-01 	2.85e-02 	3.49e-06 	5.63e-12 	ES	CCNA_00011_(dnaJ)
10619	0	9.71e-01 	2.86e-02 	3.84e-06 	1.55e-11 	ES	CCNA_00011_(dnaJ)
10967	0	9.71e-01 	2.88e-02 	4.42e-05 	3.23e-10 	ES	CCNA_00011_(dnaJ)
11158	1	2.85e-01 	5.87e-01 	1.28e-01 	9.15e-07 	ES	CCNA_00011_(dnaJ)
11185	5	3.89e-09 	3.20e-01 	6.80e-01 	3.23e-06 	NE	CCNA_00011_(dnaJ)
11378	73	4.25e-150	1.84e-12 	1.00e+00 	2.70e-06 	NE	CCNA_00011_(dnaJ)
11409	32	1.24e-71 	1.48e-13 	1.00e+00 	6.23e-07 	NE	
11417	0	9.51e-06 	3.48e-06 	1.00e+00 	1.20e-07 	NE	
11430	7	1.01e-19 	2.44e-07 	1.00e+00 	2.70e-08 	NE	
11452	108	2.36e-223	2.87e-24 	1.00e+00 	1.53e-08 	NE	
11599	42	1.27e-91 	2.97e-15 	1.00e+00 	4.00e-09 	NE	CCNA_00012_(mutS)
11623	116	2.53e-239	1.50e-27 	1.00e+00 	2.78e-09 	NE	CCNA_00012_(mutS)
11673	8	9.30e-24 	3.50e-09 	1.00e+00 	7.30e-10 	NE	CCNA_00012_(mutS)
11725	155	3.63e-317	1.31e-33 	1.00e+00 	1.51e-09 	NE	CCNA_00012_(mutS)
11832	2	8.89e-12 	2.33e-07 	1.00e+00 	4.23e-10 	NE	CCNA_00012_(mutS)
12155	19	1.04e-45 	3.50e-10 	1.00e+00 	3.43e-10 	NE	CCNA_00012_(mutS)
12166	35	1.19e-77 	6.15e-14 	1.00e+00 	3.72e-10 	NE	CCNA_00012_(mutS)
